slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
ripple,XRP,Ripple,18/08/2013,3,0.005687,0.006263,0.005585,0.005617,0,44458200,0.0472,0
ripple,XRP,Ripple,19/08/2013,3,0.005587,0.005839,0.005223,0.00526,0,43678200,0.0601,0
ripple,XRP,Ripple,20/08/2013,3,0.005376,0.006158,0.005309,0.006098,0,42031100,0.9293,0
ripple,XRP,Ripple,21/08/2013,3,0.006098,0.006349,0.00595,0.006131,0,47675800,0.4536,0
ripple,XRP,Ripple,22/08/2013,3,0.006131,0.006138,0.005143,0.005143,0,47928700,0,0
ripple,XRP,Ripple,23/08/2013,3,0.005179,0.005232,0.004919,0.005139,0,40487300,0.7029,0
ripple,XRP,Ripple,24/08/2013,3,0.005139,0.005603,0.005126,0.005546,0,40176000,0.8805,0
ripple,XRP,Ripple,25/08/2013,3,0.005526,0.006148,0.005519,0.006104,0,43198100,0.93,0
ripple,XRP,Ripple,26/08/2013,3,0.006104,0.006507,0.006065,0.006417,0,47719500,0.7964,0
ripple,XRP,Ripple,27/08/2013,3,0.006468,0.006936,0.006373,0.006452,0,50569200,0.1403,0
ripple,XRP,Ripple,28/08/2013,3,0.006451,0.006463,0.006066,0.006246,0,50433400,0.4534,0
ripple,XRP,Ripple,29/08/2013,3,0.006246,0.006246,0.005756,0.005763,0,48829100,0.0143,0
ripple,XRP,Ripple,30/08/2013,3,0.00576,0.006264,0.00561,0.00593,0,45034300,0.4893,0
ripple,XRP,Ripple,31/08/2013,3,0.005913,0.006081,0.005576,0.005632,0,46223800,0.1109,0
ripple,XRP,Ripple,01/09/2013,3,0.005623,0.005872,0.005574,0.005787,0,43960300,0.7148,0
ripple,XRP,Ripple,02/09/2013,3,0.005799,0.006115,0.005507,0.005528,0,45334600,0.0345,0
ripple,XRP,Ripple,03/09/2013,3,0.005518,0.005693,0.005405,0.00567,0,43139800,0.9201,0
ripple,XRP,Ripple,04/09/2013,3,0.00566,0.006276,0.005507,0.005695,0,44248300,0.2445,0
ripple,XRP,Ripple,05/09/2013,3,0.005696,0.005991,0.005474,0.005715,0,44529800,0.4662,0
ripple,XRP,Ripple,06/09/2013,3,0.005717,0.006151,0.005627,0.005866,0,44698500,0.4561,0
ripple,XRP,Ripple,07/09/2013,3,0.005853,0.00627,0.005832,0.006173,0,45756200,0.7785,0
ripple,XRP,Ripple,08/09/2013,3,0.006172,0.006304,0.00612,0.006183,0,48251900,0.3424,0
ripple,XRP,Ripple,09/09/2013,3,0.006193,0.006552,0.006079,0.00627,0,48417800,0.4038,0
ripple,XRP,Ripple,10/09/2013,3,0.006278,0.006332,0.005807,0.005808,0,49079900,0.0019,0
ripple,XRP,Ripple,11/09/2013,3,0.005807,0.006393,0.005698,0.006273,0,45397700,0.8273,0
ripple,XRP,Ripple,12/09/2013,3,0.006287,0.006442,0.006008,0.006349,0,49152200,0.7857,0
ripple,XRP,Ripple,13/09/2013,3,0.006334,0.00672,0.006316,0.006513,0,49521000,0.4876,0
ripple,XRP,Ripple,14/09/2013,3,0.006515,0.00655,0.006288,0.00634,0,50930100,0.1985,0
ripple,XRP,Ripple,15/09/2013,3,0.006349,0.006516,0.006349,0.006472,0,49633200,0.7365,0
ripple,XRP,Ripple,16/09/2013,3,0.006496,0.00708,0.006244,0.007056,0,50785700,0.9713,0
ripple,XRP,Ripple,17/09/2013,3,0.007086,0.009658,0.007058,0.009613,0,55397400,0.9827,0
ripple,XRP,Ripple,18/09/2013,3,0.009617,0.010871,0.009595,0.010782,0,75181400,0.9303,0
ripple,XRP,Ripple,19/09/2013,3,0.010774,0.011151,0.010774,0.010958,0,84227600,0.4881,0
ripple,XRP,Ripple,20/09/2013,3,0.010962,0.011142,0.010084,0.010113,0,85699700,0.0274,0
ripple,XRP,Ripple,21/09/2013,3,0.010106,0.010123,0.009643,0.0097,0,79006800,0.1187,0
ripple,XRP,Ripple,22/09/2013,3,0.009734,0.010552,0.009689,0.010406,0,76097500,0.8308,0
ripple,XRP,Ripple,23/09/2013,3,0.010395,0.010698,0.009995,0.010008,0,81265400,0.0185,0
ripple,XRP,Ripple,24/09/2013,3,0.010016,0.010467,0.010009,0.010448,0,78301600,0.9585,0
ripple,XRP,Ripple,25/09/2013,3,0.010459,0.010728,0.010433,0.010433,0,81768100,0,0
ripple,XRP,Ripple,26/09/2013,3,0.010432,0.012094,0.010432,0.011713,0,81557000,0.7708,0
ripple,XRP,Ripple,27/09/2013,3,0.011765,0.014675,0.011765,0.014566,0,91973600,0.9625,0
ripple,XRP,Ripple,28/09/2013,3,0.014966,0.014966,0.013781,0.013835,0,117006000,0.0456,0
ripple,XRP,Ripple,29/09/2013,3,0.013847,0.014254,0.012856,0.012868,0,108254000,0.0086,0
ripple,XRP,Ripple,30/09/2013,3,0.01285,0.01285,0.010543,0.010932,0,100460000,0.1686,0
ripple,XRP,Ripple,01/10/2013,3,0.010906,0.012447,0.010517,0.010529,0,85261900,0.0062,0
ripple,XRP,Ripple,02/10/2013,3,0.010518,0.010518,0.007146,0.007862,0,82231700,0.2123,0
ripple,XRP,Ripple,03/10/2013,3,0.007779,0.009112,0.007707,0.009112,0,60813300,1,0
ripple,XRP,Ripple,04/10/2013,3,0.008922,0.010013,0.008922,0.009873,0,69748000,0.8717,0
ripple,XRP,Ripple,05/10/2013,3,0.009676,0.00975,0.00912,0.009488,0,75642700,0.5841,0
ripple,XRP,Ripple,06/10/2013,3,0.009474,0.010599,0.009474,0.009819,0,74066400,0.3067,0
ripple,XRP,Ripple,07/10/2013,3,0.009669,0.009669,0.009197,0.00924,0,75587700,0.0911,0
ripple,XRP,Ripple,08/10/2013,3,0.009225,0.009749,0.009114,0.009451,0,72120200,0.5307,0
ripple,XRP,Ripple,09/10/2013,3,0.009439,0.009747,0.009391,0.009663,0,73796500,0.764,0
ripple,XRP,Ripple,10/10/2013,3,0.009662,0.010115,0.009622,0.009861,0,75533700,0.4848,0
ripple,XRP,Ripple,11/10/2013,3,0.009884,0.009893,0.008917,0.00897,0,77269300,0.0543,0
ripple,XRP,Ripple,12/10/2013,3,0.008912,0.009408,0.008485,0.009382,0,69671600,0.9718,0
ripple,XRP,Ripple,13/10/2013,3,0.009382,0.00941,0.008184,0.008412,0,73347800,0.186,0
ripple,XRP,Ripple,14/10/2013,3,0.008485,0.00876,0.008401,0.008489,0,66332400,0.2451,0
ripple,XRP,Ripple,15/10/2013,3,0.008504,0.008504,0.007935,0.008051,0,66484600,0.2039,0
ripple,XRP,Ripple,16/10/2013,3,0.008068,0.008131,0.007177,0.007305,0,63074800,0.1342,0
ripple,XRP,Ripple,17/10/2013,3,0.007298,0.008415,0.007287,0.008343,0,57051600,0.9362,0
ripple,XRP,Ripple,18/10/2013,3,0.00835,0.008432,0.007646,0.007942,0,65277700,0.3766,0
ripple,XRP,Ripple,19/10/2013,3,0.00794,0.008024,0.006779,0.007252,0,62073400,0.3799,0
ripple,XRP,Ripple,20/10/2013,3,0.00722,0.00757,0.006583,0.0067,0,56444800,0.1185,0
ripple,XRP,Ripple,21/10/2013,3,0.006707,0.006932,0.006614,0.006634,0,52433500,0.0629,0
ripple,XRP,Ripple,22/10/2013,3,0.00665,0.006954,0.006527,0.006845,0,51991300,0.7447,0
ripple,XRP,Ripple,23/10/2013,3,0.006829,0.007873,0.006796,0.007873,0,53384500,1,0
ripple,XRP,Ripple,24/10/2013,3,0.007906,0.008813,0.006501,0.008596,0,61808600,0.9061,0
ripple,XRP,Ripple,25/10/2013,3,0.00857,0.008746,0.006506,0.00686,0,66998000,0.158,0
ripple,XRP,Ripple,26/10/2013,3,0.006888,0.006888,0.00599,0.006064,0,53850600,0.0824,0
ripple,XRP,Ripple,27/10/2013,3,0.00604,0.006842,0.00604,0.006842,0,47218300,1,0
ripple,XRP,Ripple,28/10/2013,3,0.006834,0.006834,0.005942,0.005942,0,53430600,0,0
ripple,XRP,Ripple,29/10/2013,3,0.005942,0.006,0.005811,0.005998,0,46453800,0.9894,0
ripple,XRP,Ripple,30/10/2013,3,0.006014,0.006209,0.005797,0.005854,0,47018500,0.1383,0
ripple,XRP,Ripple,31/10/2013,3,0.005853,0.006093,0.005823,0.006073,0,45756500,0.9259,0
ripple,XRP,Ripple,01/11/2013,3,0.006075,0.006356,0.006024,0.006353,0,47494500,0.991,0
ripple,XRP,Ripple,02/11/2013,3,0.006346,0.006849,0.006219,0.006814,0,49616200,0.9444,0
ripple,XRP,Ripple,03/11/2013,3,0.006807,0.007383,0.006763,0.00716,0,53215000,0.6403,0
ripple,XRP,Ripple,04/11/2013,3,0.007147,0.00745,0.006908,0.007011,0,55876500,0.19,0
ripple,XRP,Ripple,05/11/2013,3,0.007014,0.007305,0.006472,0.00715,0,54838300,0.8139,0
ripple,XRP,Ripple,06/11/2013,3,0.007137,0.007832,0.007137,0.007776,0,55794300,0.9194,0
ripple,XRP,Ripple,07/11/2013,3,0.007751,0.009046,0.007749,0.008939,0,60599400,0.9175,0
ripple,XRP,Ripple,08/11/2013,3,0.008983,0.010776,0.008965,0.010722,0,70229100,0.9702,0
ripple,XRP,Ripple,09/11/2013,3,0.010679,0.011129,0.008403,0.008653,0,83484100,0.0917,0
ripple,XRP,Ripple,10/11/2013,3,0.008859,0.008907,0.007052,0.008609,0,69261400,0.8394,0
ripple,XRP,Ripple,11/11/2013,3,0.008595,0.009302,0.008238,0.008681,0,67191600,0.4164,0
ripple,XRP,Ripple,12/11/2013,3,0.008697,0.009568,0.008675,0.009557,0,67988900,0.9877,0
ripple,XRP,Ripple,13/11/2013,3,0.009578,0.011666,0.009564,0.010846,0,74879700,0.6099,0
ripple,XRP,Ripple,14/11/2013,3,0.01082,0.011191,0.009305,0.009646,0,84591900,0.1808,0
ripple,XRP,Ripple,15/11/2013,3,0.009628,0.010115,0.009221,0.009685,0,75271300,0.519,0
ripple,XRP,Ripple,16/11/2013,3,0.009669,0.010429,0.00963,0.01014,0,75592700,0.6383,0
ripple,XRP,Ripple,17/11/2013,3,0.010157,0.01067,0.00998,0.010209,0,79404000,0.3319,0
ripple,XRP,Ripple,18/11/2013,3,0.010301,0.011719,0.009035,0.010918,0,80536000,0.7016,0
ripple,XRP,Ripple,19/11/2013,3,0.010602,0.011881,0.005561,0.007225,0,82888400,0.2633,0.01
ripple,XRP,Ripple,20/11/2013,3,0.007134,0.007547,0.005686,0.007467,0,55771700,0.957,0
ripple,XRP,Ripple,21/11/2013,3,0.007511,0.01008,0.007296,0.009935,0,58718600,0.9479,0
ripple,XRP,Ripple,22/11/2013,3,0.009958,0.00998,0.008596,0.009717,0,77849100,0.81,0
ripple,XRP,Ripple,23/11/2013,3,0.009555,0.010547,0.009555,0.009798,0,74696500,0.245,0
ripple,XRP,Ripple,24/11/2013,3,0.009773,0.011812,0.009064,0.011668,0,76403900,0.9476,0
ripple,XRP,Ripple,25/11/2013,3,0.011742,0.018444,0.011742,0.018208,0,91799200,0.9648,0.01
ripple,XRP,Ripple,26/11/2013,3,0.018858,0.030395,0.018759,0.029913,0,147429000,0.9586,0.01
ripple,XRP,Ripple,27/11/2013,3,0.029991,0.029991,0.02235,0.024096,0,234464000,0.2285,0.01
ripple,XRP,Ripple,28/11/2013,3,0.027879,0.030111,0.027838,0.028981,0,217958000,0.5029,0
ripple,XRP,Ripple,29/11/2013,3,0.029264,0.031561,0.028366,0.030986,0,228781000,0.82,0
ripple,XRP,Ripple,30/11/2013,3,0.0309,0.038386,0.030338,0.038386,0,241572000,1,0.01
ripple,XRP,Ripple,01/12/2013,3,0.03916,0.055029,0.03916,0.051497,0,306152000,0.7774,0.02
ripple,XRP,Ripple,02/12/2013,3,0.052384,0.061268,0.052139,0.055252,0,409530000,0.341,0.01
ripple,XRP,Ripple,03/12/2013,3,0.055415,0.055415,0.048076,0.048672,0,433226000,0.0812,0.01
ripple,XRP,Ripple,04/12/2013,3,0.048551,0.058846,0.048264,0.058692,0,379569000,0.9854,0.01
ripple,XRP,Ripple,05/12/2013,3,0.058772,0.061445,0.048922,0.055153,0,459470000,0.4976,0.01
ripple,XRP,Ripple,06/12/2013,3,0.055009,0.055009,0.042211,0.042211,0,430054000,0,0.01
ripple,XRP,Ripple,07/12/2013,3,0.042208,0.04359,0.031253,0.033066,0,329974000,0.147,0.01
ripple,XRP,Ripple,08/12/2013,3,0.032756,0.036869,0.031594,0.036456,0,256084000,0.9217,0.01
ripple,XRP,Ripple,09/12/2013,3,0.036361,0.041491,0.035702,0.03893,0,284264000,0.5576,0.01
ripple,XRP,Ripple,10/12/2013,3,0.03889,0.044174,0.03889,0.043784,0,304037000,0.9262,0.01
ripple,XRP,Ripple,11/12/2013,3,0.043818,0.044342,0.036322,0.037937,0,342565000,0.2014,0.01
ripple,XRP,Ripple,12/12/2013,3,0.038122,0.038832,0.034241,0.03465,0,298030000,0.0891,0
ripple,XRP,Ripple,13/12/2013,3,0.034649,0.036897,0.033922,0.035145,0,270879000,0.4111,0
ripple,XRP,Ripple,14/12/2013,3,0.035431,0.035431,0.03194,0.03194,0,276998000,0,0
ripple,XRP,Ripple,15/12/2013,3,0.032039,0.032039,0.028414,0.029137,0,250477000,0.1994,0
ripple,XRP,Ripple,16/12/2013,3,0.029212,0.029276,0.020862,0.021565,0,228375000,0.0836,0.01
ripple,XRP,Ripple,17/12/2013,3,0.021399,0.021612,0.018043,0.018313,0,167292000,0.0757,0
ripple,XRP,Ripple,18/12/2013,3,0.017971,0.018571,0.012325,0.015852,0,140495000,0.5647,0.01
ripple,XRP,Ripple,19/12/2013,3,0.015783,0.021546,0.015313,0.021073,0,123390000,0.9241,0.01
ripple,XRP,Ripple,20/12/2013,3,0.021141,0.023279,0.019852,0.020851,0,165276000,0.2915,0
ripple,XRP,Ripple,21/12/2013,3,0.020979,0.022572,0.020305,0.021684,0,164010000,0.6083,0
ripple,XRP,Ripple,22/12/2013,3,0.021571,0.023839,0.020959,0.021716,0,168637000,0.2628,0
ripple,XRP,Ripple,23/12/2013,3,0.021571,0.023965,0.021485,0.023702,0,168640000,0.894,0
ripple,XRP,Ripple,24/12/2013,3,0.023698,0.024124,0.022305,0.022575,0,185269000,0.1484,0
ripple,XRP,Ripple,25/12/2013,3,0.0226,0.0226,0.021434,0.022042,0,176680000,0.5214,0
ripple,XRP,Ripple,26/12/2013,3,0.022097,0.024891,0.022097,0.024385,0,172756000,0.8189,0
ripple,XRP,Ripple,27/12/2013,3,0.024427,0.027123,0.023527,0.027076,148422,190964000,0.9869,0
ripple,XRP,Ripple,28/12/2013,3,0.027554,0.028106,0.026629,0.027303,143404,215413000,0.4563,0
ripple,XRP,Ripple,29/12/2013,3,0.027311,0.027535,0.026627,0.027218,56772,213518000,0.6509,0
ripple,XRP,Ripple,30/12/2013,3,0.027055,0.02775,0.026985,0.02746,72634,211515000,0.6209,0
ripple,XRP,Ripple,31/12/2013,3,0.027675,0.027738,0.027022,0.02733,63621,216359000,0.4302,0
ripple,XRP,Ripple,01/01/2014,3,0.027365,0.02781,0.026815,0.026944,58533,213937000,0.1296,0
ripple,XRP,Ripple,02/01/2014,3,0.027014,0.02943,0.026439,0.028726,128914,211195000,0.7646,0
ripple,XRP,Ripple,03/01/2014,3,0.028789,0.029018,0.02732,0.027627,89780,225065000,0.1808,0
ripple,XRP,Ripple,04/01/2014,3,0.027781,0.028371,0.026794,0.028129,60973,217189000,0.8465,0
ripple,XRP,Ripple,05/01/2014,3,0.028098,0.029667,0.02489,0.025229,200438,219665000,0.071,0
ripple,XRP,Ripple,06/01/2014,3,0.025298,0.027385,0.024276,0.0257,184478,197774000,0.458,0
ripple,XRP,Ripple,07/01/2014,3,0.025799,0.026409,0.022986,0.022986,73761,201691000,0,0
ripple,XRP,Ripple,08/01/2014,3,0.022825,0.024723,0.022257,0.023227,82941,178440000,0.3933,0
ripple,XRP,Ripple,09/01/2014,3,0.022996,0.023376,0.021195,0.022368,100357,179784000,0.5378,0
ripple,XRP,Ripple,10/01/2014,3,0.022367,0.022903,0.021744,0.022837,64111,174864000,0.9431,0
ripple,XRP,Ripple,11/01/2014,3,0.022721,0.024233,0.022575,0.024019,70390,177631000,0.8709,0
ripple,XRP,Ripple,12/01/2014,3,0.024162,0.024396,0.022044,0.022044,42581,188894000,0,0
ripple,XRP,Ripple,13/01/2014,3,0.021961,0.021992,0.020657,0.021664,15328,171688000,0.7543,0
ripple,XRP,Ripple,14/01/2014,3,0.021724,0.022,0.021032,0.021186,41916,169835000,0.1591,0
ripple,XRP,Ripple,15/01/2014,3,0.021182,0.022394,0.021122,0.022221,25189,165599000,0.864,0
ripple,XRP,Ripple,16/01/2014,3,0.022205,0.022343,0.021024,0.021024,58851,173599000,0,0
ripple,XRP,Ripple,17/01/2014,3,0.02099,0.021148,0.020098,0.02053,72572,164096000,0.4114,0
ripple,XRP,Ripple,18/01/2014,3,0.020559,0.021374,0.020559,0.021278,21242,160724000,0.8822,0
ripple,XRP,Ripple,19/01/2014,3,0.021314,0.02142,0.020333,0.020875,69842,166631000,0.4986,0
ripple,XRP,Ripple,20/01/2014,3,0.020886,0.021041,0.019618,0.019856,67712,163282000,0.1673,0
ripple,XRP,Ripple,21/01/2014,3,0.019849,0.02018,0.019642,0.019927,82453,155179000,0.5297,0
ripple,XRP,Ripple,22/01/2014,3,0.019986,0.02002,0.019227,0.019389,60703,156246000,0.2043,0
ripple,XRP,Ripple,23/01/2014,3,0.019385,0.019461,0.018473,0.018534,106755,151554000,0.0617,0
ripple,XRP,Ripple,24/01/2014,3,0.018525,0.018525,0.017709,0.018126,136622,144826000,0.511,0
ripple,XRP,Ripple,25/01/2014,3,0.018107,0.019348,0.018037,0.019141,75029,141560000,0.8421,0
ripple,XRP,Ripple,26/01/2014,3,0.019132,0.020252,0.018969,0.020129,77411,149573000,0.9041,0
ripple,XRP,Ripple,27/01/2014,3,0.020113,0.02053,0.018589,0.018967,124685,157241000,0.1947,0
ripple,XRP,Ripple,28/01/2014,3,0.019362,0.0211,0.019356,0.020605,100169,151368000,0.7162,0
ripple,XRP,Ripple,29/01/2014,3,0.020541,0.02065,0.020024,0.020337,73134,160584000,0.5,0
ripple,XRP,Ripple,30/01/2014,3,0.020326,0.020619,0.019898,0.020337,90862,158906000,0.6089,0
ripple,XRP,Ripple,31/01/2014,3,0.020322,0.020578,0.020121,0.020504,98529,158873000,0.8381,0
ripple,XRP,Ripple,01/02/2014,3,0.020519,0.021142,0.020432,0.020698,123949,160418000,0.3746,0
ripple,XRP,Ripple,02/02/2014,3,0.020745,0.021884,0.020733,0.02156,112301,162182000,0.7185,0
ripple,XRP,Ripple,03/02/2014,3,0.021531,0.021653,0.021184,0.021402,74739,168326000,0.4648,0
ripple,XRP,Ripple,04/02/2014,3,0.0214,0.021586,0.020974,0.020997,75453,167302000,0.0376,0
ripple,XRP,Ripple,05/02/2014,3,0.021048,0.02107,0.020357,0.020357,54085,164552000,0,0
ripple,XRP,Ripple,06/02/2014,3,0.020449,0.020653,0.01942,0.019752,97667,159872000,0.2693,0
ripple,XRP,Ripple,07/02/2014,3,0.01978,0.01978,0.016606,0.018377,153029,154639000,0.558,0
ripple,XRP,Ripple,08/02/2014,3,0.018046,0.018606,0.017174,0.017487,54013,141085000,0.2186,0
ripple,XRP,Ripple,09/02/2014,3,0.017423,0.018315,0.016997,0.01739,64662,136211000,0.2982,0
ripple,XRP,Ripple,10/02/2014,3,0.017361,0.018305,0.013475,0.016677,38466,135726000,0.6629,0
ripple,XRP,Ripple,11/02/2014,3,0.018173,0.018497,0.015769,0.017681,63155,142071000,0.7009,0
ripple,XRP,Ripple,12/02/2014,3,0.017697,0.017831,0.015537,0.017174,67226,138352000,0.7136,0
ripple,XRP,Ripple,13/02/2014,3,0.017161,0.017228,0.014539,0.016079,64399,134164000,0.5727,0
ripple,XRP,Ripple,14/02/2014,3,0.016058,0.017144,0.014044,0.016367,126825,125544000,0.7494,0
ripple,XRP,Ripple,15/02/2014,3,0.01651,0.01651,0.015714,0.016083,82831,129075000,0.4636,0
ripple,XRP,Ripple,16/02/2014,3,0.016089,0.016448,0.014669,0.015338,80122,125780000,0.3761,0
ripple,XRP,Ripple,17/02/2014,3,0.01529,0.015959,0.015092,0.015293,110878,119537000,0.2318,0
ripple,XRP,Ripple,18/02/2014,3,0.015308,0.015698,0.014986,0.015286,152124,119676000,0.4213,0
ripple,XRP,Ripple,19/02/2014,3,0.015243,0.015607,0.015055,0.015237,106281,119171000,0.3297,0
ripple,XRP,Ripple,20/02/2014,3,0.015198,0.015485,0.014172,0.014251,217393,118819000,0.0602,0
ripple,XRP,Ripple,21/02/2014,3,0.014302,0.015203,0.013732,0.01507,124321,111811000,0.9096,0
ripple,XRP,Ripple,22/02/2014,3,0.015103,0.015741,0.014583,0.015682,88006,118074000,0.9491,0
ripple,XRP,Ripple,23/02/2014,3,0.01561,0.016076,0.015348,0.015412,103944,122034000,0.0879,0
ripple,XRP,Ripple,24/02/2014,3,0.015411,0.015543,0.01359,0.01359,141564,120485000,0,0
ripple,XRP,Ripple,25/02/2014,3,0.013605,0.01367,0.010839,0.01299,293736,106362000,0.7598,0
ripple,XRP,Ripple,26/02/2014,3,0.013019,0.014181,0.013019,0.014093,70979,101779000,0.9243,0
ripple,XRP,Ripple,27/02/2014,3,0.01412,0.014341,0.013692,0.014153,101022,110391000,0.7103,0
ripple,XRP,Ripple,28/02/2014,3,0.014124,0.014309,0.013581,0.013666,166863,110421000,0.1168,0
ripple,XRP,Ripple,01/03/2014,3,0.013687,0.013992,0.013483,0.013799,111575,107003000,0.6208,0
ripple,XRP,Ripple,02/03/2014,3,0.013785,0.013786,0.013341,0.013543,62982,107770000,0.4539,0
ripple,XRP,Ripple,03/03/2014,3,0.01359,0.015717,0.013363,0.015596,127717,106245000,0.9486,0
ripple,XRP,Ripple,04/03/2014,3,0.015308,0.018208,0.015127,0.016135,179747,119680000,0.3272,0
ripple,XRP,Ripple,05/03/2014,3,0.015996,0.016155,0.015431,0.016008,122347,125053000,0.797,0
ripple,XRP,Ripple,06/03/2014,3,0.015992,0.016118,0.015635,0.015921,142277,125022000,0.5921,0
ripple,XRP,Ripple,07/03/2014,3,0.015928,0.016019,0.014814,0.015009,169553,124524000,0.1618,0
ripple,XRP,Ripple,08/03/2014,3,0.015019,0.0151,0.014259,0.014404,56617,117415000,0.1724,0
ripple,XRP,Ripple,09/03/2014,3,0.014449,0.015503,0.0142,0.014745,47281,112963000,0.4183,0
ripple,XRP,Ripple,10/03/2014,3,0.014688,0.015014,0.014009,0.014745,101610,114829000,0.7323,0
ripple,XRP,Ripple,11/03/2014,3,0.014773,0.014851,0.014034,0.014279,33228,115491000,0.2999,0
ripple,XRP,Ripple,12/03/2014,3,0.014199,0.015178,0.014164,0.014353,135171,111007000,0.1864,0
ripple,XRP,Ripple,13/03/2014,3,0.014379,0.014507,0.014243,0.014333,57138,112413000,0.3409,0
ripple,XRP,Ripple,14/03/2014,3,0.014333,0.01437,0.014133,0.014198,121852,112055000,0.2743,0
ripple,XRP,Ripple,15/03/2014,3,0.014206,0.014438,0.01417,0.014345,37093,111061000,0.653,0
ripple,XRP,Ripple,16/03/2014,3,0.014358,0.014487,0.014207,0.014306,82339,112250000,0.3536,0
ripple,XRP,Ripple,17/03/2014,3,0.014302,0.014363,0.013909,0.014112,121541,111814000,0.4471,0
ripple,XRP,Ripple,18/03/2014,3,0.014102,0.014122,0.013656,0.01405,87514,110251000,0.8455,0
ripple,XRP,Ripple,19/03/2014,3,0.014047,0.014237,0.01385,0.013963,132717,109815000,0.292,0
ripple,XRP,Ripple,20/03/2014,3,0.01394,0.014115,0.013561,0.013638,162797,108980000,0.139,0
ripple,XRP,Ripple,21/03/2014,3,0.013688,0.013883,0.013009,0.01325,192607,107013000,0.2757,0
ripple,XRP,Ripple,22/03/2014,3,0.013245,0.013374,0.012889,0.012954,137122,103550000,0.134,0
ripple,XRP,Ripple,23/03/2014,3,0.012961,0.013075,0.012649,0.012651,137413,101328000,0.0047,0
ripple,XRP,Ripple,24/03/2014,3,0.01267,0.012924,0.012296,0.012871,115538,99053400,0.9156,0
ripple,XRP,Ripple,25/03/2014,3,0.01287,0.012918,0.012598,0.01283,90025,100619000,0.725,0
ripple,XRP,Ripple,26/03/2014,3,0.012824,0.012824,0.012527,0.012594,154104,100255000,0.2256,0
ripple,XRP,Ripple,27/03/2014,3,0.012579,0.012584,0.010226,0.010226,272507,98338100,0,0
ripple,XRP,Ripple,28/03/2014,3,0.010319,0.01119,0.010147,0.010551,220765,80670500,0.3873,0
ripple,XRP,Ripple,29/03/2014,3,0.010626,0.01063,0.010338,0.010338,121921,83070500,0,0
ripple,XRP,Ripple,30/03/2014,3,0.010357,0.010358,0.009281,0.009653,177965,80971400,0.3454,0
ripple,XRP,Ripple,31/03/2014,3,0.009677,0.009903,0.0087,0.008785,244598,75654300,0.0707,0
ripple,XRP,Ripple,01/04/2014,3,0.008785,0.009319,0.008588,0.008757,172709,68678000,0.2312,0
ripple,XRP,Ripple,02/04/2014,3,0.008795,0.009021,0.007707,0.007922,306889,68758700,0.1636,0
ripple,XRP,Ripple,03/04/2014,3,0.007901,0.008027,0.007176,0.007944,172873,61772800,0.9025,0
ripple,XRP,Ripple,04/04/2014,3,0.007959,0.008265,0.007657,0.008094,132007,62219800,0.7188,0
ripple,XRP,Ripple,05/04/2014,3,0.008076,0.008352,0.007894,0.008324,73596,63133800,0.9389,0
ripple,XRP,Ripple,06/04/2014,3,0.00835,0.008365,0.008137,0.008247,95708,65277000,0.4825,0
ripple,XRP,Ripple,07/04/2014,3,0.008263,0.008269,0.007995,0.008035,62187,64598400,0.146,0
ripple,XRP,Ripple,08/04/2014,3,0.008005,0.008189,0.00798,0.008013,65204,62579500,0.1579,0
ripple,XRP,Ripple,09/04/2014,3,0.008014,0.008154,0.007818,0.007866,221844,62653200,0.1429,0
ripple,XRP,Ripple,10/04/2014,3,0.007857,0.007936,0.006219,0.006318,332953,61423400,0.0577,0
ripple,XRP,Ripple,11/04/2014,3,0.006296,0.007227,0.006064,0.006582,345888,49218900,0.4454,0
ripple,XRP,Ripple,12/04/2014,3,0.006581,0.006746,0.006229,0.006257,182421,51449100,0.0542,0
ripple,XRP,Ripple,13/04/2014,3,0.006271,0.006312,0.005784,0.005987,153005,49026100,0.3845,0
ripple,XRP,Ripple,14/04/2014,3,0.005996,0.006603,0.005933,0.006518,466329,46878800,0.8731,0
ripple,XRP,Ripple,15/04/2014,3,0.006513,0.007719,0.006375,0.007719,274616,50917900,1,0
ripple,XRP,Ripple,16/04/2014,3,0.007753,0.007857,0.00681,0.007023,1024970,60613700,0.2034,0
ripple,XRP,Ripple,17/04/2014,3,0.007101,0.007159,0.006199,0.006339,261187,55512600,0.1458,0
ripple,XRP,Ripple,18/04/2014,3,0.006345,0.006392,0.006061,0.00621,209538,49604000,0.4502,0
ripple,XRP,Ripple,19/04/2014,3,0.006209,0.00657,0.006146,0.006473,207541,48541900,0.7712,0
ripple,XRP,Ripple,20/04/2014,3,0.006475,0.006555,0.006159,0.006214,162830,50618300,0.1389,0
ripple,XRP,Ripple,21/04/2014,3,0.006206,0.006353,0.00612,0.006142,172813,48515300,0.0944,0
ripple,XRP,Ripple,22/04/2014,3,0.006139,0.006237,0.006056,0.006059,205655,47990200,0.0166,0
ripple,XRP,Ripple,23/04/2014,3,0.006064,0.006145,0.006032,0.00611,248284,47409900,0.6903,0
ripple,XRP,Ripple,24/04/2014,3,0.006105,0.006105,0.005879,0.006069,201064,47729700,0.8407,0
ripple,XRP,Ripple,25/04/2014,3,0.006069,0.006072,0.005234,0.005491,115698,47450000,0.3067,0
ripple,XRP,Ripple,26/04/2014,3,0.005491,0.00557,0.005357,0.005394,62246,42929700,0.1737,0
